name;mass;orbital_period;discovered;radius;semi_major_axis;star_distance;star_teff
TOI-1789 b;0.7;3.208666;2021;1.4;0.04873;223.55;5984.0
TOI-1899 b;0.66;29.02;2020;1.37;0.1587;128.4;3841.0
TOI-201 b;0.42;52.97818;2021;1.0;0.3;114.2;6394.0
TOI-216 b;0.059;17.0968;2019;0.6861;0.1293;178.89;5045.0
TOI-216 c;0.56;34.5516;2019;0.901;0.2068;178.89;5045.0
TOI-2184 b;0.65;6.90683;2021;1.017;;;5966.0
TOI-220 b;0.0428;10.695264;2021;0.2694;0.0892;89.0;5298.0
TOI-2202 b;0.978;11.9101;2021;1.0;0.09564;235.93;5144.0
TOI-2202 c;0.369;24.6744;2021;;0.15544;235.93;5144.0
TOI-2257 b;0.0179;35.189346;2021;0.19574;0.145;57.7911;3430.0
TOI-2285 b;0.0614;27.26955;2021;0.1552;0.1363;42.409;3491.0
TOI-237 b;0.009;5.436098;2020;0.1285;0.0341;38.11;3212.0
TOI-2406 b;0.0286;3.0766896;2021;0.2623;0.0228;55.6;3100.0
TOI-251 b;1.0;4.93777;2020;0.2444;0.05741;99.52;5875.0
TOI-257 b;0.134;18.38827;2020;0.626;0.1523;77.07;6075.0
TOI-263 b;61.6;0.5568143;2019;0.91;0.0098;279.0;3250.0
TOI-269 b;0.0277;3.6977104;2021;0.2471;0.0345;57.023;3514.0
TOI-270 b;0.006;3.36008;2019;0.11125;0.0306;22.453;3386.0
TOI-270 c;0.0208;5.660172;2019;0.2159;0.0472;22.453;3386.0
TOI-270 d;0.017;11.38014;2019;0.19;0.0733;22.453;3386.0
TOI-3362 b;5.029;18.09547;2021;1.142;0.153;370.85;6532.0
TOI-402 b;0.0227;4.75642;2019;0.1516;0.05245;44.86;5131.0
TOI-402 c;0.02766;17.1784;2019;0.225;0.1235;44.86;5131.0
TOI-4138 b;0.67;3.660028;2021;1.49;0.051;507.0;
TOI-421 b;0.05107;16.06815;2020;0.4612;0.1182;;
TOI-421 c;0.02218;5.19676;2020;0.2427;0.0557;;
TOI-431 b;0.00966;0.490047;2021;0.1142;0.0113;32.61;4850.0
TOI-431 c;2.84;4.8494;2021;;0.052;32.61;4850.0
TOI-431 d;0.0311;12.46103;2021;0.2935;0.098;32.61;4850.0
TOI-481 b;1.53;10.33111;2020;0.99;0.097;;
TOI-503 b;53.6;3.6775;2019;1.29;;;7639.0
TOI-530 b;0.4;6.387597;2021;0.83;0.052;147.7;3659.0
TOI-532 b;0.1935;2.32666508;2021;0.5192;0.0296;134.61;3957.0
TOI-558 b;3.61;14.574071;2021;1.086;0.1291;401.0;6466.0
TOI-559 b;6.01;6.9839095;2021;1.091;0.0723;233.2;5925.0
TOI-561 c;0.017;10.778853;2020;0.2569;0.0888;86.01;5326.0
TOI-561 d;0.0376;25.62;2020;0.2257;;86.01;5326.0
TOI-561 e;0.05;77.23;2020;0.2382;;86.01;5326.0
TOI-564 b;1.463;1.651144;2019;1.02;0.02734;200.7;5666.0
TOI-628 b;6.33;3.4095675;2021;1.06;0.0486;178.5;6250.0
TOI-640 b;0.88;5.0037775;2021;1.771;0.06608;341.9;6460.0
TOI-674 b;0.0739;1.977143;2021;0.4693;0.0231;46.16;3505.0
TOI-677 b;1.236;11.2366;2019;1.179;0.1038;143.0;6295.0
TOI-700 b;0.00406;9.97701;2020;0.0901;0.0637;31.127;3480.0
TOI-700 c;0.0249;16.051998;2020;0.2346;0.0925;31.127;3480.0
TOI-700 d;0.00711;37.426;2020;0.1062;0.163;31.127;3480.0
TOI-712 b;0.0176;9.531361;2021;0.1828;0.07928;58.62;4622.0
TOI-712 c;0.0274;51.69906;2021;0.241;0.2447;58.62;4622.0
TOI-712 d;0.0236;84.8396;2021;0.22072;0.3405;58.62;4622.0
TOI-763 b;0.0308;5.6057;2020;0.2034;0.06;95.39;5450.0
TOI-763 c;0.02932;12.2737;2020;0.2346;0.1;95.39;5450.0
TOI-776 b;0.01466;8.24664;2020;0.1633;0.0652;27.19;3709.0
TOI-776 c;0.0192;15.6653;2020;0.1838;0.1;27.19;3709.0
TOI-811 b;55.3;25.16551;2020;1.35;;;6013.0
TOI-824 b;0.058104;1.392978;2020;0.26104;0.02177;63.71;4616.0
TOI-849 b;0.12299;0.76552414;2020;0.30726;0.01598;225.2;5375.3
TOI-852 b;53.7;4.94561;2020;0.75;;;5746.0
TOI-892 b;0.95;10.62656;2020;1.07;0.092;;
TOI-905 b;0.667;3.739494;2019;1.171;0.04666;159.4;5300.0
TOI-942 b;2.599;4.32419;;0.4291;0.04796;153.2732;4969.0
TOI-942 c;2.501;10.15643;2020;0.5166;0.0847;153.2732;4969.0
TOI-954 b;0.174;3.6849729;2020;0.852;0.04963;235.7;5710.0
TRAPPIST-1 b;0.0027;1.51087081;2016;0.09689;0.01111;12.1;2560.0
TRAPPIST-1 c;0.00434;2.4218233;2016;0.09421;0.01521;12.1;2560.0
TRAPPIST-1 d;0.0013;4.04961;2016;0.0689;0.02144;12.1;2560.0
TRAPPIST-1 e;0.002;6.099615;2017;0.0819;0.02817;12.1;2560.0
TRAPPIST-1 f;0.0021;9.20669;2017;0.09323;0.0371;12.1;2560.0
TRAPPIST-1 g;0.00422;12.35294;2017;0.1005;0.0451;12.1;2560.0
TRAPPIST-1 h;0.001041;20.0;2017;0.0674;0.063;12.1;2560.0
TVLM 513-46546 b;0.38;220.0;2020;;0.3;10.706;
TrES-1 b;0.761;3.0300722;2004;1.099;0.0393;157.0;
TrES-2 A b;1.253;2.4706133738;2006;1.189;0.03555;220.0;5850.0
TrES-3 b;1.91;1.30618608;2007;1.305;0.0226;;5720.0
TrES-4 b;0.917;3.5539268;2007;1.706;0.05084;479.0;6200.0
TrES-5 b;1.778;1.4822446;2011;1.209;0.02446;360.0;5171.0
UZ For (AB) b;6.3;5800.0;2010;;5.9;;
UZ For (AB) c;7.7;1900.0;2011;;2.8;;
V 1298 Tau b;2.2;24.1382;2019;0.8217;0.1688;108.5;4970.0
V391 Peg b;3.2;1170.0;2007;;1.7;1400.0;29300.0
WASP-1 b;0.947;2.5199448;2006;1.514;0.03958;;6200.0
WASP-10 b;3.16;3.0927616;2008;1.08;0.0371;90.0;4675.0
WASP-100 b;2.03;2.849375;2013;1.69;0.0457;;6900.0
WASP-101 b;0.5;3.585722;2013;1.41;0.0506;;6400.0
WASP-102 b;0.624;2.709813;2016;1.259;0.0401;;5940.0
WASP-103 b;1.49;0.925542;2014;1.528;0.01985;470.0;6110.0
WASP-104 b;1.272;1.7554137;2014;1.137;0.02918;143.0;5450.0
WASP-105 b;1.8;7.87288;2017;0.96;0.075;;5070.0
WASP-106 b;1.925;9.289715;2014;1.085;0.0917;283.0;6000.0
WASP-107 b;0.12;5.72149;2017;0.94;0.055;;4430.0
WASP-108 b;1.167;2.6755463;2014;1.215;0.0397;220.0;6000.0
WASP-109 b;0.91;3.3190233;2014;1.443;0.0463;330.0;6520.0
WASP-110 b;0.515;3.7783977;2014;1.238;0.0457;320.0;5400.0
WASP-111 b;1.85;2.310965;2014;1.442;0.03914;210.0;6400.0
WASP-112 b;0.88;3.0353992;2014;1.191;0.0382;450.0;5610.0
WASP-113 b;0.475;4.54216874538;2016;1.409;0.05885;360.0;5890.0
WASP-114 b;1.769;1.5487743;2016;1.339;0.02851;460.0;5940.0
WASP-117 b;0.2755;10.02165;2014;1.021;0.09459;;6040.0
WASP-118 b;0.514;4.0460435;2016;1.44;0.05453;380.53;6410.0
WASP-119 b;1.23;2.49979;2016;1.4;0.0363;333.0;5650.0
WASP-12 b;1.47;1.0914203;2008;1.9;0.02344;432.5;6360.0
WASP-120 b;5.06;3.6112706;2015;1.515;0.0522;;6450.0
WASP-121 b;1.184;1.2749255;2015;1.865;0.02544;270.0;6460.0
WASP-122 b;1.401;1.7100567;2015;1.792;0.03107;;5730.0
WASP-123 b;0.92;2.977641;2015;1.327;0.0431;;5730.0
WASP-124 b;0.6;3.37265;2016;1.24;0.0499;433.0;6050.0
WASP-126 b;0.2841;3.2888;2016;0.96;0.0449;234.0;5800.0
WASP-126 c;0.202;7.63;2019;;;234.0;5800.0
WASP-127 b;0.18;4.178062;2016;1.37;0.052;;5620.0
WASP-128 b;37.19;2.20883665;2018;0.937;0.0359;422.0;5950.0
WASP-129 b;1.0;5.748145;2016;0.93;0.0628;246.0;5900.0
WASP-13 b;0.485;4.353011;2008;1.365;0.05379;156.0;5826.0
WASP-130 b;1.23;11.55098;2016;0.89;0.1012;180.0;5625.0
WASP-131 b;0.27;5.322023;2016;1.22;0.0607;250.0;6030.0
WASP-132 b;0.41;7.133521;2016;0.87;0.067;120.0;4775.0
WASP-133 b;1.16;2.176423;2016;1.21;0.0345;457.0;5700.0
WASP-134 b;1.412;10.1467583;2018;0.988;0.0956;195.0;5700.0
WASP-135 b;1.9;1.4013794;2015;1.3;0.0243;300.0;5680.0
WASP-136 b;1.51;5.215357;2016;1.38;0.0661;164.0;6260.0
WASP-137 b;0.681;3.9080284;2018;1.27;0.0519;289.0;6100.0
WASP-138 b;1.22;3.634433;2016;;0.0494;308.0;6272.0
WASP-139 b;0.117;5.924262;2016;0.8;0.062;230.0;5310.0
WASP-14 b;7.341;2.2437661;2008;1.281;0.036;160.0;6475.0
WASP-140 b;2.44;2.2359835;2016;1.44;0.0323;180.0;5260.0
WASP-141 b;2.69;3.310651;2016;1.21;0.0469;570.0;5900.0
WASP-142 b;0.84;2.052868;2016;1.53;0.0347;840.0;6010.0
WASP-143 b;0.725;3.778873;;1.234;0.049;402.0;5900.0
WASP-144 b;0.44;2.2783152;2018;0.85;0.0316;;4950.0
WASP-146 b;1.11;3.396944;2018;1.228;0.0451;495.0;6100.0
WASP-147 b;0.275;4.60273;2018;1.115;0.0549;426.0;5702.0
WASP-148 b;0.29;8.80381;2020;0.72;0.0845;248.1;5460.0
WASP-15 b;0.542;3.7520656;2008;1.428;0.0499;308.0;6300.0
WASP-150 b;8.46;5.644207;2020;1.07;0.0694;536.0;6093.0
WASP-151 b;0.31;4.533471;2017;1.13;0.055;480.0;5871.0
WASP-153 b;0.39;3.332609;2017;1.55;0.048;430.0;5914.0
WASP-156 b;0.1303;3.8361603;2017;0.554;0.0451;140.0;4910.0
WASP-157 b;0.576;3.951623;2016;0.998;0.0499;337.71;5772.0
WASP-159 b;0.55;3.840401;2018;1.38;0.0538;;6000.0
WASP-16 b;0.855;3.1186009;2009;1.008;0.0421;;5550.0
WASP-160 B b;0.281;3.768495;2018;1.093;0.0455;;5302.0
WASP-161 b;2.49;5.4060425;2018;1.143;0.0673;;6406.0
WASP-162 b;5.2;9.62468;2018;1.0;0.0871;;5300.0
WASP-163 b;1.87;1.6096884;2018;1.202;0.0266;;5499.0
WASP-164 b;2.13;1.7771255;2018;1.128;0.02818;;5806.0
WASP-165 b;0.658;3.465509;2018;1.26;0.04823;;5599.0
WASP-166 b;0.102;5.443526;2018;0.63;0.0642;113.0;6050.0
WASP-167 b;8.0;2.0219591;2017;1.51;0.0365;381.0;7043.0
WASP-168 b;0.42;4.153658;2018;1.5;0.0519;;6000.0
WASP-169 b;0.561;5.6114118;2019;1.304;0.0681;638.0;6110.0
WASP-17 b;0.486;3.735438;2009;1.991;0.0515;;6650.0
WASP-170 b;1.6;2.34478022;2018;1.096;0.0337;;5593.0
WASP-171 b;1.084;3.8186244;2019;0.988;0.0504;774.0;5965.0
WASP-172 b;0.47;5.477433;2018;1.57;0.0694;;6900.0
WASP-174 b;0.33;4.2337005;2018;1.437;0.05503;;6400.0
WASP-175 b;0.99;3.0652907;2019;1.208;0.044;584.0;6229.0
WASP-176 b;0.855;3.899052;2020;1.505;0.0535;578.0;5902.0
WASP-177 b;0.508;3.071722;2019;1.58;0.03957;178.0;5017.0
WASP-178 b;1.41;3.3448285;2019;1.94;0.0558;417.0;8640.0
WASP-18 b;10.4296;0.9414518;2009;1.165;0.02047;100.0;6400.0
WASP-18 c;0.1737;2.1558;2019;;;100.0;6400.0
WASP-180 A b;0.8;3.409265;2019;1.29;0.048;255.8;6600.0
WASP-181 b;0.299;4.5195064;2019;1.184;0.05427;443.0;5839.0
WASP-182 b;0.148;3.3769848;2019;0.85;0.0451;331.0;5638.0
WASP-183 b;0.502;4.1117771;2019;1.47;0.04632;328.0;5313.0
WASP-184 b;0.57;5.1817;2019;1.33;0.0627;640.0;6000.0
WASP-185 b;0.98;9.38755;2019;1.25;0.0904;;
WASP-186 b;4.22;5.026799;2019;1.11;0.06;280.0;6361.0
WASP-187 b;0.8;5.147878;2020;1.64;0.0653;376.0;6150.0
WASP-189 b;1.99;2.724033;2018;1.619;0.05053;99.0;7996.0
WASP-19 b;1.139;0.78884;2009;1.41;0.016634;;5500.0
WASP-190 b;1.0;5.367753;2018;1.15;0.0663;555.0;6400.0
WASP-192 b;2.3;2.8786765;2019;1.23;0.0408;;
WASP-2 A b;0.847;2.15222144;2006;1.079;0.03138;144.0;5150.0
WASP-20 A b;0.313;4.8996285;2011;1.459;0.06003;210.0;5950.0
WASP-21 b;0.3;4.3225126;2010;1.21;0.052;230.0;5800.0
WASP-22 b;0.617;3.5327313;2010;1.199;0.04698;300.0;6000.0
WASP-23 b;0.884;2.9444256;2010;0.962;0.0376;;5150.0
WASP-24 b;1.071;2.3412127;2010;1.3;0.03651;332.5;6075.0
WASP-25 b;0.58;3.76483;2010;1.26;0.0474;169.0;5750.0
WASP-26 b;1.028;2.7566004;2010;1.281;0.03985;250.0;5950.0
WASP-28 b;0.907;3.40883;2010;1.213;0.04469;410.0;6150.0
WASP-29 b;0.243;3.92271218;2010;0.775;0.047;80.0;4800.0
WASP-3 b;2.06;1.8468372;2007;1.454;0.0313;223.0;6400.0
WASP-31 b;0.478;3.405909;2010;1.537;0.04657;400.0;6200.0
WASP-32 b;3.6;2.71865;2010;1.18;0.0394;;6100.0
WASP-33 b;2.8;1.21986967;2010;1.603;0.02558;116.0;7400.0
WASP-34 b;0.59;4.3176782;2010;1.22;0.0524;120.0;5700.0
WASP-35 b;0.72;3.161575;2011;1.32;0.04317;;
WASP-36 b;2.279;1.5373653;2010;1.269;0.02624;450.0;5881.0
WASP-37 b;1.8;3.577471;2010;1.16;0.04339;338.0;5800.0
WASP-38 b;2.712;6.871815;2010;1.079;0.07551;110.0;6150.0
WASP-39 b;0.28;4.055259;2011;1.27;0.0486;230.0;5400.0
WASP-4 b;1.1974;1.338231602;2007;1.3846;0.02312;300.0;5500.0
WASP-41 b;0.94;3.052404;2010;1.18;0.04;180.0;5450.0
WASP-42 b;0.5;4.9816872;2011;1.08;0.0458;;
WASP-43 b;2.052;0.81347753;2011;1.036;0.01526;;4520.0
WASP-44 b;0.889;2.4238039;2011;1.14;0.03473;;5410.0
WASP-45 b;1.007;3.1260876;2011;1.16;0.04054;;5140.0
WASP-46 b;2.101;1.43037;2011;1.31;0.02448;;5620.0
WASP-47 b;1.14243;4.1591289;2012;1.127;0.052;266.69;5552.0
WASP-47 c;1.31;596.0;2015;;1.41;266.69;5552.0
WASP-47 d;0.04122;9.03077;2015;0.319;0.088;266.69;5552.0
WASP-47 e;0.02149;0.789592;2015;0.161;0.0173;266.69;5552.0
WASP-48 b;0.98;2.143634;2011;1.67;0.03444;;5990.0
WASP-49 A b;0.378;2.7817387;2011;1.115;0.0378;;
WASP-5 b;1.637;1.6284246;2007;1.171;0.02729;297.0;5700.0
WASP-50 b;1.437;1.9550959;2011;1.138;0.02913;230.0;5400.0
WASP-52 b;0.46;1.7497798;2011;1.27;0.0272;140.0;5000.0
WASP-53 b;2.132;3.3098443;2011;1.074;0.04101;235.0;4953.0
WASP-55 b;0.61;4.46563;2012;1.33;0.0533;299.97;5900.0
WASP-58 b;0.89;5.01718;2011;1.37;0.0561;300.0;5800.0
WASP-6 b;0.503;3.361006;2008;1.224;0.0421;307.0;5450.0
WASP-61 b;2.06;3.8559;2011;1.24;0.0514;480.0;6250.0
WASP-62 b;0.57;4.411953;2011;1.39;0.0567;160.0;6230.0
WASP-63 b;0.38;4.37809;2011;1.43;0.0574;330.0;5550.0
WASP-65 b;1.55;2.3114243;2011;1.112;0.0334;310.0;5600.0
WASP-66 b;2.32;4.086052;2011;1.39;0.0546;380.0;6600.0
WASP-67 b;0.42;4.61442;2011;1.4;0.0517;225.0;5200.0
WASP-68 b;0.95;5.084298;2011;1.24;0.06206;;
WASP-69 b;0.26;3.8681382;2011;1.057;0.04525;50.0;4715.0
WASP-7 b;0.96;4.9546416;2008;1.33;0.0617;140.0;6400.0
WASP-70 A b;0.59;3.7130203;2011;1.164;0.04853;245.0;5763.0
WASP-71 b;2.258;2.9036747;2012;1.5;0.04631;200.0;6050.0
WASP-72 b;1.461;2.2167421;2013;1.27;0.03708;;6250.0
WASP-73 b;1.88;4.08722;2013;1.16;0.05512;;6030.0
WASP-74 b;0.826;2.13775138;2014;1.248;0.03443;120.0;5970.0
WASP-75 b;1.07;2.484193;2013;1.27;0.0375;260.0;6100.0
WASP-76 b;0.92;1.809886;2013;1.83;0.033;195.3;6250.0
WASP-77 A b;1.76;1.3600309;2012;1.21;0.024;;5500.0
WASP-78 b;0.89;2.17517656;2012;1.7;0.0415;550.0;6100.0
WASP-79 b;0.9;3.6623817;2012;1.7;0.0539;240.0;6600.0
WASP-8 b;2.244;8.158715;2008;1.038;0.0801;87.0;5600.0
WASP-80 b;0.554;3.0678504;2013;0.952;0.0346;60.0;4145.0
WASP-81 b;0.729;2.7164762;2016;1.429;0.03908;410.0;5870.0
WASP-82 b;1.24;2.705782;2013;1.67;0.0447;200.0;6500.0
WASP-83 b;0.3;4.071252;2014;1.04;0.059;300.0;5480.0
WASP-84 b;0.694;8.5234865;2013;0.942;0.0771;120.0;5314.0
WASP-85 A b;1.265;2.6556777;2016;1.24;0.039;;6112.0
WASP-87 A b;2.21;1.682795;2014;1.385;0.02946;240.0;6450.0
WASP-88 b;0.56;4.954;2013;1.7;0.06431;;6431.0
WASP-89 b;5.9;3.3564227;2014;1.04;0.0427;;4955.0
WASP-90 b;0.63;3.916243;2013;1.63;0.0562;340.0;6430.0
WASP-91 b;1.34;2.798581;2017;1.03;0.037;;4920.0
WASP-92 b;0.805;2.1746742;2016;1.461;0.0348;530.0;6280.0
WASP-93 b;1.47;2.7325321;2016;1.597;0.04211;250.0;6700.0
WASP-94 A b;0.452;3.9501907;2014;1.72;0.055;;6170.0
WASP-95 b;1.206;2.1846656;2013;1.098;0.0312;;5630.0
WASP-96 b;0.48;3.4252602;2013;1.2;0.0453;;5540.0
WASP-97 b;1.32;2.07276;2013;1.13;0.03303;;5640.0
WASP-98 b;0.83;2.96264;2013;1.1;0.036;;5525.0
WASP-99 b;2.78;5.75251;2013;1.1;0.0717;;6180.0
WD 0137-349 b;56.0;0.07943002;2006;;0.003;102.26;16500.0
WD 1032+011 b;70.0;0.091558961;2020;;;;
WD 1145+017 b;2.1e-06;0.1875;2015;;;174.0;15900.0
WISE 1217+16 A b;22.0;47400.0;2012;0.96;7.6;10.0;575.0
WISE 1711+3500 b;18.0;125000.0;2012;;15.0;19.0;770.0
WISE J0458+6434 A;57.0;15500.0;2019;;1.0;9.24;
WISE J0458+6434 B;14.0;15500.0;2019;;4.0;9.24;
WISE J0720-0846;62.0;1388.0;2014;;1.3;6.8;
WTS-1 b;4.01;3.352059;2012;1.49;0.047;3200.0;6250.0
WTS-2 b;1.12;1.0187074;2013;1.3;0.01855;1000.0;5000.0
Wendelstein-1 b;0.59;2.663416;2020;1.0;0.0282;304.0;4125.0
Wendelstein-2 b;0.73;1.7522239;2020;1.0;0.0234;575.0;4667.0
XO-1 b;0.9;3.9415128;2006;1.184;0.0488;200.0;
XO-2N b;0.62;2.615838;2007;0.973;0.0369;149.0;5340.0
XO-3 b;11.79;3.1915239;2007;1.217;0.0454;260.0;6781.0
XO-4 b;1.616;4.12473;2008;1.317;0.05485;293.0;5700.0
XO-5 b;1.077;4.1877537;2008;1.03;0.0487;255.0;5510.0
XO-6 b;1.9;3.7650007;2016;2.07;0.0815;86.0;6720.0
XO-7 b;0.709;2.8641424;2019;1.373;0.04421;234.1;6250.0
XTE J1751-305 b;27.0;0.02945997;2002;;;11000.0;
ZTF J0038+2030 b;59.3;0.4319208;2021;0.783;0.0092;138.3;
beta Pic b;11.9;7707.0;2008;1.65;9.93;19.3;
beta Pic c;8.89;1227.0;2019;1.2;2.68;19.3;
eps Eridani b;0.65;2671.0;2000;;3.53;3.2;5116.0
eps Ind A b;3.25;16509.0;2018;;11.55;3.62;
gamma 1 Leo b;63.88;428.5;2009;;1.19;38.5;4330.0
gamma Cephei b;11.09;903.3;2003;;2.05;13.79;4800.0
kappa And b;13.0;215000.0;2013;1.2;100.0;50.0;11361.0
pi Men b;13.01;2089.11;2001;;3.308;18.37;6037.0
pi Men c;0.01517;6.26784;2018;0.16719;0.06702;18.37;6037.0
tau Boo A b;5.84;3.31249;1996;1.06;0.046;15.6;6309.0
ups And b;0.62;4.61711;1996;;0.059;13.47;6212.0
ups And c;9.1;240.937;1999;;0.861;13.47;6212.0
ups And d;23.58;1281.439;1999;;2.55;13.47;6212.0
